establishment_id,establishment_number,EstNumber_0,EstNumber_1,EstNumber_2,EstNumber_3,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,Establishment Number,Modified Line Speed Flag,load_date,modified_line_speed_flag,est_status,LatestMPIActiveDate,standardized_name,company_name,grant_date_key,inspection_system_npis,inspection_system_npis_waiver,inspection_system_nsis,slaughter,processing,meat_slaughter,poultry_slaughter,young_chicken_slaughter,young_turkey_slaughter,meat_processing,poultry_processing,egg_processing,processing_volume_category,slaughter_volume_category,listeria_alternative,young_chicken_carcasses_category,young_turkey_carcasses_category,comminuted_chicken_category,comminuted_turkey_category,chicken_parts_category,category_start_date,category_end_date
6164114,G46444,G46444,,,,Infinite Commerce (Judee's),,"8205 Estates Parkway, Unit N,O,P ",Plain City,OH,43064,(614) 504-6279,2018-08-28,,,50,5027,Very Small,40.12865901,-83.20010004,Union County,39159,,N,2026-08-24,N,Inactive,2026-06-18,Infinite Commerce (Judee's),Infinite Commerce (Judee's),20180828,,,,,,,,,,,,,,,,,,,,,,
6164223,G46493,G46493,,,,"New Day Farms, LLC",,9300 Croton Road ,Croton,OH,43031,(740) 893-2020,2021-10-27,Egg Product,,50,5027,Small,40.18654900146,-82.693502000856,Licking County,39089,,N,2026-08-24,N,Active,,"New Day Farms, LLC","New Day Farms, LLC",20211027,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
6164302,G46528+V46528,G46528,V46528,,,Pine Valley Ranch LLC,,21638 St. Rt 116 ,Spencerville,OH,45887,(419) 305-6865,2021-08-16,Certification - Export; Egg Product; Voluntary Egg Products Inspection/Processing,,50,5032,Small,40.665636201506,-84.42054166011,Auglaize County,39011,,N,2026-08-24,N,Active,,Pine Valley Ranch LLC,Pine Valley Ranch LLC,20210816,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
6164510,G46611,G46611,,,,"Daybreak Foods, Inc.",927893602,N5344 Crossman Road ,Lake Mills,WI,53551,(920) 648-3951,2021-12-08,Egg Product,,25,2530,Small,43.039336997568,-88.942566965214,Jefferson County,55055,,N,2026-08-24,N,Active,,"Daybreak Foods, Inc.","Daybreak Foods, Inc.",20211208,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
6164537,G46630,G46630,,,,"Modernist Pantry, LLC",,25 Harold L Dow Highway ,Eliot,ME,03903,(207) 200-3817,2021-07-28,Egg Product,,60,6025,Small,43.122048318909,-70.762588451972,York County,23031,,N,2026-08-24,N,Active,,"Modernist Pantry, LLC","Modernist Pantry, LLC",20210728,,,,,Yes,,,,,,,Yes,1,,,,,,,,,
6165071,G47106,G47106,,,,AbE Manufacturing,,700 Commercial Avenue ,Waterloo,WI,53594,(608) 852-4872,2025-04-15,Egg Product,,25,2530,Very Small,43.192337995019,-88.977257986077,Jefferson County,55055,,N,2026-08-24,N,Active,,AbE Manufacturing,AbE Manufacturing,20250415,,,,,Yes,,,,,,,Yes,4,,,,,,,,,
6165556,G47419,G47419,,,,"Cinnamonster Franchise Group, Inc.",,860 Highway 105 ,Palmer Lake,CO,80133,(303) 770-5075,2020-11-18,Egg Product,Cinnamonster,15,1511,Very Small,39.098634002311,-104.877623033187,El Paso County,08041,,N,2026-08-24,N,Active,,"Cinnamonster Franchise Group, Inc.",Cinnamonster,20201118,,,,,Yes,,,,,,,Yes,1,,Alternative 3,,,,,,,
6166260,G47819,G47819,,,,"Daybreak Foods, Inc.",,2550 HWY 17 ,Eagle Grove,IA,50533,(920) 988-0176,2022-02-16,Egg Product,,25,2515,Small,42.684237273677,-93.905859281365,Wright County,19197,,N,2026-08-24,N,Active,,"Daybreak Foods, Inc.","Daybreak Foods, Inc.",20220216,,,,,Yes,,,,,,,Yes,5,,Alternative 3,,,,,,,
6162072,G48139,G48139,,,,Egg 24-7,,6752 Eton Avenue ,Canoga Park,CA,91303,(818) 346-3447,2021-10-28,Egg Product,,05,0515,Very Small,34.193148554781,-118.595400724899,Los Angeles County,06037,,N,2026-08-24,N,Active,,Egg 24-7,Egg 24-7,20211028,,,,,,,,,,,,,,,,,,,,,,
124261,G496,G496,,,,"Estherville Foods, Inc.",,105 N. 4th St. ,Estherville,IA,51334,(712) 362-3527,2021-08-31,Egg Product,,25,2515,Small,43.403427006399,-94.839724011179,Emmet County,19063,,N,2026-08-24,N,Active,,"Estherville Foods, Inc.","Estherville Foods, Inc.",20210831,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
14095,G614,G614,,,,Trillium Farms,,Trillium Farms c/o Marseilles Layer Plant 20613 Township Highway 103,Harpster,OH,43323,(740) 499-3871,2021-11-17,Egg Product,,50,5011,Very Small,40.690910998122,-83.359830027148,Wyandot County,39175,,N,2026-08-24,N,Active,,Trillium Farms,Trillium Farms,20211117,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
126644,G778,G778,,,,"Daybreak Foods, Inc.",,3159 Buchanan Ave. ,Eagle Grove,IA,50533,(515) 603-3050,2021-11-12,Egg Product,,25,2515,Small,42.59547700295,-93.947656999318,Wright County,19197,,N,2026-08-24,N,Active,,"Daybreak Foods, Inc.","Daybreak Foods, Inc.",20211112,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
126713,G779,G779,,,,Sonstegard Foods of Georgia,,2079 Memorial Park Road ,Gainesville,GA,30504,(770) 534-5644,2021-09-22,Egg Product,,85,8513,Small,34.26838502021,-83.856933966212,Hall County,13139,,N,2026-08-24,N,Active,,Sonstegard Foods of Georgia,Sonstegard Foods of Georgia,20210922,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
8516,G783,G783,,,,"Wabash Valley Produce, Inc",016259947,40 N. second St. ,Zanesville,OH,43702,,2021-10-14,Egg Product,"B.E. Products, Inc; Ballas Egg Products Corp",50,5027,Small,39.941108017201,-82.00986500923,Muskingum County,39119,,N,2026-08-24,N,Active,,"Wabash Valley Produce, Inc","B.E. Products, Inc",20211014,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
126645,G900,G900,,,,Centrum Valley Farms L.L.P.,,2865 310th St. ,Dows,IA,50071,(515) 852-3217,2021-12-28,Egg Product,,25,2515,Small,42.603360979167,-93.606478000808,Wright County,19197,,N,2026-08-24,N,Active,,Centrum Valley Farms L.L.P.,Centrum Valley Farms L.L.P.,20211228,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
14144,G926,G926,,,,Trillium Farms - Layer # 5,,20449 Co Rd. 245 ,Mount Victory,OH,43340,(937) 354-2233,2021-11-17,Egg Product,,50,5011,Large,40.529103009277,-83.440642973148,Hardin County,39065,,N,2026-08-24,N,Active,,Trillium Farms - Layer # 5,Trillium Farms - Layer # 5,20211117,,,,,Yes,,,,,,,Yes,5,,,,,,,,,
126131,I1,I1,,,,"Lineage Logistics PFS, LLC",,275 BLAIR ROAD ,AVENEL,NJ,07001,(908) 282-6500,2020-01-17,Imported Product,,80,8020,N / A,40.579072018424,-74.256864997678,Middlesex County,34023,,N,2026-08-24,N,Active,,"Lineage Logistics PFS, LLC","Lineage Logistics PFS, LLC",20200117,,,,,,,,,,,,,,,,,,,,,,
123561,I10,I10,,,,Atlantic Coast Freezers LLC,,2192 NW Blvd ,Vineland,NJ,08360,(856) 696-1770,2018-01-11,Imported Product,,80,8013,N / A,39.51805324,-75.02519722,Cumberland County,34011,,N,2026-08-24,N,Active,,Atlantic Coast Freezers LLC,Atlantic Coast Freezers LLC,20180111,,,,,,,,,,,,,,,,,,,,,,
6165207,I101,I101,,,,"Lineage Logistics, LLC",,2001 W. Garfield Street # C100 Pier 90 Building 391,Seattle,WA,98119,(206) 285-6500,2021-03-10,Imported Product,,15,1527,Large,47.63278099598,-122.380361958584,King County,53033,,N,2026-08-24,N,Active,,"Lineage Logistics, LLC","Lineage Logistics, LLC",20210310,,,,,,,,,,,,,,,,,,,,,,
6165264,I102,I102,,,,Cool Port Oakland,,575 Maritime Street ,Oakland,CA,94607,(510) 564-8788,2022-01-13,Imported Product,"Dreisbach, Cool Port",05,0511,Large,37.802636999545,-122.320464040302,Alameda County,06001,,N,2026-08-24,N,Active,,Cool Port Oakland,"Dreisbach, Cool Port",20220113,,,,,,,,,,,,,,,,,,,,,,
6165364,I103,I103,,,,"Northwestern Selecta, Inc.",,"641 Calle B, Mario Julia Ind. Park ",San Juan,PR,00922,(787) 781-1950,2022-02-28,Imported Product,,85,8544,Very Small,18.415257990554,-66.097100026019,San Juan,72127,,N,2026-08-24,N,Active,,"Northwestern Selecta, Inc.","Northwestern Selecta, Inc.",20220228,,,,,,,,,,,,,,,,,,,,,,
6166849,I1036+V1036,I1036,V1036,,,Americold Logistics LLC.,,2321 Industrial Way ,Vineland,NJ,08360,(856) 690-9000,2022-12-09,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,80,8013,,39.513240987208,-75.065985030991,Cumberland County,34011,,N,2026-08-24,N,Active,,Americold Logistics LLC.,Americold Logistics LLC.,20221209,,,,,,,,,,,,,,,,,,,,,,
6165420,I105+V105,I105,V105,,,"MTC Logistics, Inc.",00-695-0257,250 Yeend Street ,Mobile,AL,36603,(443) 727-8800,2021-07-09,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,90,9009,N / A,30.665958999035,-88.045600982404,Mobile County,01097,,N,2026-08-24,N,Active,,"MTC Logistics, Inc.","MTC Logistics, Inc.",20210709,,,,,,,,,,,,,,,,,,,,,,
6165481,I106+V106,I106,V106,,,Newcold Seattle Operations LLC,,4601 South Orchard Street ,Tacoma,WA,98466,(253) 753-9818,2020-11-25,Certification - Export; Identification - Meat; Imported Product,,15,1527,Small,47.21731399,-122.501404,Pierce County,53053,,N,2026-08-24,N,Inactive,2025-03-17,Newcold Seattle Operations LLC,Newcold Seattle Operations LLC,20201125,,,,,,,,,,,,,,,,,,,,,,
6165521,I107,I107,,,,"Jose Santiago, Inc.",09-006-7786,"Margianl Carr #5, Km. 4.4, Urb Industrial Luchetti",Bayamon,PR,00959,(787) 288-8835,2022-02-08,Imported Product,,85,8544,N / A,18.426859370166,-66.138551406286,Cataño,72033,,N,2026-08-24,N,Active,,"Jose Santiago, Inc.","Jose Santiago, Inc.",20220208,,,,,,,,,,,,,,,,,,,,,,
6165612,I109,I109,,,,Isla Frio Refrigeration Corporation,117323517,100 Ave. Industrial # 1447 ,Cidra,PR,00739,(401) 487-8808,2022-02-28,Imported Product,,85,8544,Very Small,18.171832979737,-66.157809983081,Cidra,72041,,N,2026-08-24,N,Active,,Isla Frio Refrigeration Corporation,Isla Frio Refrigeration Corporation,20220228,,,,,,,,,,,,,,,,,,,,,,
123574,I11,I11,,,,Dynamic Ventures Inc.,,165-K Guerrero Street  Harmon Industrial Park,Harmon,GU,96913,(671) 649-9788,2017-10-16,Imported Product,Quality Distributors,05,0545,N / A,13.500158227217,144.809021014866,,66010,,N,2026-08-24,N,Active,,Dynamic Ventures Inc.,Quality Distributors,20171016,,,,,,,,,,,,,,,,,,,,,,
6165495,I111,I111,,,,Detroit Cold Storage,,30405 Industrial Rd ,Livonia,MI,48150,(734) 205-9010,2025-02-23,Imported Product,,50,5008,N / A,42.380493631203,-83.343641867784,Wayne County,26163,,N,2026-08-24,N,Active,,Detroit Cold Storage,Detroit Cold Storage,20250223,,,,,,,,,,,,,,,,,,,,,,
6165776,I112+V112,I112,V112,,,"Lineage Logistics PFS, LLC",,601 Crossroads Blvd ,Logan Township,NJ,08085,(800) 678-7271,2021-03-10,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,80,8013,N / A,39.789030315162,-75.34731666236,Gloucester County,34015,,N,2026-08-24,N,Active,,"Lineage Logistics PFS, LLC","Lineage Logistics PFS, LLC",20210310,,,,,,,,,,,,,,,,,,,,,,
123556,I113,I113,,,,"San Rafael Distributing, Inc.",,"1270 N. Industrial Park Avenue, Suite C ",Nogales,AZ,85621,(520) 281-0566,2017-01-14,Imported Product,,05,0504,N / A,31.354855173898,-110.956392451635,Santa Cruz County,04023,,N,2026-08-24,N,Active,,"San Rafael Distributing, Inc.","San Rafael Distributing, Inc.",20170114,,,,,,,,,,,,,,,,,,,,,,
123653,I114,I114,,,,"Konoike Pacific California, Inc.",,1420 Coil Avenue ,Wilmington,CA,90744,(310) 518-1000,2018-06-25,Imported Product,,05,0507,N / A,33.794438980424,-118.241242970452,Los Angeles County,06037,,N,2026-08-24,N,Active,,"Konoike Pacific California, Inc.","Konoike Pacific California, Inc.",20180625,,,,,,,,,,,,,,,,,,,,,,
6165922,I115,I115,,,,Nital Trading Co Inc,177680683,"11580 West 43rd Ave, Suite 15 ",Hialeah,FL,33018,(786) 367-2537,2022-02-16,Imported Product,,85,8535,Very Small,25.927201256122,-80.371669894257,Miami-Dade County,12086,,N,2026-08-24,N,Active,,Nital Trading Co Inc,Nital Trading Co Inc,20220216,,,,,,,,,,,,,,,,,,,,,,
123606,I116+V116,I116,V116,,,Celebrity Foods Division of Atalanta Corporation,,1 Atalanta Plaza ,Elizabeth,NJ,07206,(908) 351-8000,2021-09-27,Certification - Export; Imported Product,,80,8016,N / A,40.650603197032,-74.175863201872,Union County,34039,,N,2026-08-24,N,Active,,Celebrity Foods Division of Atalanta Corporation,Celebrity Foods Division of Atalanta Corporation,20210927,,,,,,,,,,,,,,,,,,,,,,
6165962,I118,I118,,,,"Capital Cold Storage, LLC",,2490 W 78th Street ,Hialeah,FL,33016,(954) 707-1515,2021-05-06,Imported Product,,85,8530,,25.89281102,-80.33346602,Miami-Dade County,12086,,N,2026-08-24,N,Inactive,2024-04-02,"Capital Cold Storage, LLC","Capital Cold Storage, LLC",20210506,,,,,,,,,,,,,,,,,,,,,,
6166069,I119,I119,,,,"Supermercados Econo, Inc.",,"State Road #3 Km. 16.2, Lot 3 Bo. Canovanillas",Canovanas,PR,00729,(787) 620-9292,2022-05-02,Imported Product,,85,8544,Very Small,18.375482287449,-65.904216096681,Canóvanas,72029,,N,2026-08-24,N,Active,,"Supermercados Econo, Inc.","Supermercados Econo, Inc.",20220502,,,,,,,,,,,,,,,,,,,,,,
6166088,I121+V121,I121,V121,,,"RSF Inc. ""DBA"" Freezpak Logistics",,1029 Newark Avenue ,Elizabeth,NJ,07208,(973) 523-1899,2022-01-05,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,Freezpak Logistics,80,8020,N / A,40.686917985178,-74.203244035227,Union County,34039,,N,2026-08-24,N,Active,,"RSF Inc. ""DBA"" Freezpak Logistics",Freezpak Logistics,20220105,,,,,,,,,,,,,,,,,,,,,,
6165613,I122+V47449,I122,V47449,,,"Morgan-Todt, Inc. dba United Cold Storage",,940 81st Avenue ,Oakland,CA,94621,,2021-06-02,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,5,511,N / A,37.75200599,-122.186702,Alameda County,6001,,N,2026-08-24,N,Inactive,2024-04-09,"Morgan-Todt, Inc. dba United Cold Storage","Morgan-Todt, Inc. dba United Cold Storage",20210602,,,,,,,,,,,,,,,,,,,,,,
6166090,I123+V123,I123,V123,,,"Lineage Logistics, LLC",,3200 Lineage Way ,Portsmouth,VA,23703,(757) 929-0100,2021-09-24,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,80,8019,N / A,36.862638996384,-76.343147017221,Portsmouth city,51740,,N,2026-08-24,N,Active,,"Lineage Logistics, LLC","Lineage Logistics, LLC",20210924,,,,,,,,,,,,,,,,,,,,,,
6166124,I124,I124,,,,"Lineage Logistics, LLC",,2375 Tremont Road ,Savannah,GA,31405,(912) 521-6500,2022-04-11,Imported Product,,85,8509,Small,32.061225018493,-81.143490961354,Chatham County,13051,,N,2026-08-24,N,Active,,"Lineage Logistics, LLC","Lineage Logistics, LLC",20220411,,,,,,,,,,,,,,,,,,,,,,
100218,I125+V19857,I125,V19857,,,Envision Cold,,1600 Donner Avenue ,San Francisco,CA,94124,(415) 822-8445,2021-09-20,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,United Cold Storage,05,0519,N / A,37.724140015302,-122.392842025679,San Francisco County,06075,,N,2026-08-24,N,Active,,Envision Cold,United Cold Storage,20210920,,,,,,,,,,,,,,,,,,,,,,
123558,I126,I126,,,,"Theriault's Abattoir, Inc.",,316 Hamlin Road ,Hamlin,ME,04785,(207) 868-3344,2024-08-19,Imported Product,,60,6025,Very Small,47.135980272263,-67.905602589206,Aroostook County,23003,,N,2026-08-24,N,Active,,"Theriault's Abattoir, Inc.","Theriault's Abattoir, Inc.",20240819,,,,,,,,,,,,,,,,,,,,,,
6166257,I129,I129,,,,Sorbello Refrigerated Services,,1269 North Main Road ,Vineland,NJ,08360,(707) 718-8294,2021-10-06,Imported Product,Sorbello Refrigerated Services,80,8013,N / A,39.508210001284,-74.990983007006,Cumberland County,34011,,N,2026-08-24,N,Active,,Sorbello Refrigerated Services,Sorbello Refrigerated Services,20211006,,,,,,,,,,,,,,,,,,,,,,
123572,I13,I13,,,,"Delaware Avenue Enterprises, Inc.",,c/o Packer Avenue Marine Terminal 3301 S. Columbus Blvd. ,Philadelphia,PA,19148,(215) 551-2735,2018-04-18,Imported Product,,60,6022,,39.902754305408,-75.139758104672,Philadelphia County,42101,,N,2026-08-24,N,Active,,"Delaware Avenue Enterprises, Inc.","Delaware Avenue Enterprises, Inc.",20180418,,,,,,,,,,,,,,,,,,,,,,
6165997,I130+V47695,I130,V47695,,,JE Exports,,1812 Pan American Street ,Calexico,CA,92231,(619) 778-0236,2021-10-01,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,JE Exports,05,0518,N / A,32.675793153094,-115.37786249562,Imperial County,06025,,N,2026-08-24,N,Active,,JE Exports,JE Exports,20211001,,,,,,,,,,,,,,,,,,,,,,
6166304,I133,I133,,,,Port of Palm Cold Storage Inc.,,1800 Martin Luther King Jr. Blvd. ,Riviera Beach,FL,33404,(561) 881-7256,2021-10-28,Imported Product,,85,8535,,26.770063097712,-80.084780573687,Palm Beach County,12099,,N,2026-08-24,N,Active,,Port of Palm Cold Storage Inc.,Port of Palm Cold Storage Inc.,20211028,,,,,,,,,,,,,,,,,,,,,,
6166305,I135,I135,,,,"Derstine's, Inc., EZ3PL",014304042,3115 Meetinghouse Road ,Telford,PA,18969,(215) 527-5944,2026-07-13,Imported Product,,60,6060,Small,40.338164900793,-75.317062070823,Bucks County,42017,,N,2026-08-24,N,Active,,"Derstine's, Inc., EZ3PL","Derstine's, Inc., EZ3PL",20260713,,,,,,,,,,,,,,,,,,,,,,
6166320,I136,I136,,,,Del Norte Distribution,,710 Del Norte Blvd ,Oxnard,CA,93030,(805) 253-1764,2022-12-10,Imported Product,,5,515,N / A,34.20802798,-119.125794,Ventura County,6111,,N,2026-08-24,N,Inactive,2024-07-17,Del Norte Distribution,Del Norte Distribution,20221210,,,,,,,,,,,,,,,,,,,,,,
123515,I138,I138,,,,"Atkins Sheep Ranch, Inc.",,40880 Encyclopedia Circle  ,Fremont,CA,94538,(510) 440-8700,2021-07-12,Imported Product,,05,0519,N / A,37.516181016116,-121.988022002386,Alameda County,06001,,N,2026-08-24,N,Active,,"Atkins Sheep Ranch, Inc.","Atkins Sheep Ranch, Inc.",20210712,,,,,,,,,,,,,,,,,,,,,,
6166389,I140,I140,,,,Interstate Warehousing,,121 Harwood Drive ,Newport News,VA,23603,(757) 887-8100,2021-12-22,Imported Product,,80,8019,N / A,37.177981658456,-76.590375526152,Newport News City,51700,,N,2026-08-24,N,Active,,Interstate Warehousing,Interstate Warehousing,20211222,,,,,,,,,,,,,,,,,,,,,,
6166393,I141,I141,,,,"Lineage Logistics, LLC",,206 SW Michigan St ,Seattle,WA,98106,(206) 834-9732,2024-02-02,Imported Product,,15,1527,Small,47.541731986004,-122.339135986911,King County,53033,,N,2026-08-24,N,Active,,"Lineage Logistics, LLC","Lineage Logistics, LLC",20240202,,,,,,,,,,,,,,,,,,,,,,
6166415,I143,I143,,,,Americold Logistics LLC,,1301  26th Ave East ,Tacoma,WA,98424,(253) 620-7250,2023-04-25,Imported Product,,15,1527,N / A,47.245873979873,-122.392762984332,Pierce County,53053,,N,2026-08-24,N,Active,,Americold Logistics LLC,Americold Logistics LLC,20230425,,,,,,,,,,,,,,,,,,,,,,
6162186,I145,I145,,,,Kukui Meat,,1713 Hau Street ,Honolulu,HI,96819,(808) 533-4873,2026-05-13,Imported Product,KukuiFoods,05,0540,N / A,21.326062000043,-157.880974001196,Honolulu County,15003,,N,2026-08-24,N,Active,,Kukui Meat,KukuiFoods,20260513,,,,,,,,,,,,,,,,,,,,,,
6166545,I149,I149,,,,"Lineage Logistics Services, LLC",,1710 Pier B St. ,Long Beach,CA,90813,(562) 637-7730,2022-08-22,Imported Product,,05,0507,N / A,33.777448988416,-118.216597995822,Los Angeles County,06037,,N,2026-08-24,N,Active,,"Lineage Logistics Services, LLC","Lineage Logistics Services, LLC",20220822,,,,,,,,,,,,,,,,,,,,,,
123545,I15,I15,,,,NOCS West Gulf,,9223 Texas Hwy 225 ,La Porte,TX,77571,(281) 930-8002,2020-07-29,Imported Product,,40,4032,N / A,29.699031994538,-95.069223034693,Harris County,48201,,N,2026-08-24,N,Active,,NOCS West Gulf,NOCS West Gulf,20200729,,,,,,,,,,,,,,,,,,,,,,
6166547,I151,I151,,,,"FlexCold, LLC",118316235,11180 Blasius Road ,Jacksonville,FL,29485,(904) 914-4353,2023-01-18,Imported Product,,85,8523,N / A,30.435061999799,-81.572941961499,Duval County,12031,,N,2026-08-24,N,Active,,"FlexCold, LLC","FlexCold, LLC",20230118,,,,,,,,,,,,,,,,,,,,,,
6162715,I153,I153,,,,"Micronesian Brokers, Inc.",77-990-8862,545 Chalan Machuate St. ,Maite,GU,96910,(671) 477-0970,2018-02-08,Imported Product,,05,0545,N / A,13.47556266,144.7685644,,66010,,N,2026-08-24,N,Active,,"Micronesian Brokers, Inc.","Micronesian Brokers, Inc.",20180208,,,,,,,,,,,,,,,,,,,,,,
123503,I154,I154,,,,"Livingston International, Inc.",005133874,472 5th Street South ,Pembina,ND,58271,,2021-04-08,Imported Product,"Norman G. Jensen, Inc.",25,2527,Very Small,48.965870015773,-97.252888016986,Pembina County,38067,,N,2026-08-24,N,Active,,"Livingston International, Inc.","Norman G. Jensen, Inc.",20210408,,,,,,,,,,,,,,,,,,,,,,
123692,I158,I158,,,,"Lineage Logistics MTC, LLC",,7950 Oceano Avenue ,Jessup,MD,20794,(240) 517-0889,1999-06-29,Imported Product,,80,8006,N / A,39.15754101,-76.78742099,Howard County,24027,,N,2026-08-24,N,Inactive,2026-07-16,"Lineage Logistics MTC, LLC","Lineage Logistics MTC, LLC",19990629,,,,,,,,,,,,,,,,,,,,,,
123537,I16,I16,,,,Americold Logistics,,1610 Sepulveda Boulevard ,Carson,CA,90745,(310) 632-6265,2021-03-17,Imported Product,,05,0507,N / A,33.807610009707,-118.24254602112,Los Angeles County,06037,,N,2026-08-24,N,Active,,Americold Logistics,Americold Logistics,20210317,,,,,,,,,,,,,,,,,,,,,,
6167105,I1651+V1651,I1651,V1651,,,RSF Inc dba FreezPak Logistics,,2 Paddock Street ,Woodbridge,NJ,07001,(973) 523-1899,2023-03-31,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,80,8020,,40.585287995909,-74.274211011023,Middlesex County,34023,,N,2026-08-24,N,Active,,RSF Inc dba FreezPak Logistics,RSF Inc dba FreezPak Logistics,20230331,,,,,,,,,,,,,,,,,,,,,,
123607,I168,I168,,,,"Goya Foods, Inc.",,350 County Road ,Jersey City,NJ,07307,(201) 348-4900,2020-04-15,Imported Product,,80,8016,N / A,40.759766991604,-74.064888988652,Hudson County,34017,,N,2026-08-24,N,Active,,"Goya Foods, Inc.","Goya Foods, Inc.",20200415,,,,,,,,,,,,,,,,,,,,,,
123577,I17,I17,,,,"Lineage Logistics PFS, LLC",611934159,3101 South 3rd Street ,Philadelphia,PA,19148,(215) 271-5600,2021-06-21,Imported Product,,60,6022,,39.906953982966,-75.152863038309,Philadelphia County,42101,,N,2026-08-24,N,Active,,"Lineage Logistics PFS, LLC","Lineage Logistics PFS, LLC",20210621,,,,,,,,,,,,,,,,,,,,,,
123511,I171,I171,,,,Yaong Corporation Rem Center Warehouse,854859910,"Unit 6 Rem Center, Cheribiyan Drive Gualo Rai",Saipan,MP,96950,(670) 235-3890,2017-10-15,Imported Product,,05,0545,N / A,15.203880932,145.760035,Saipan,69110,,N,2026-08-24,N,Active,,Yaong Corporation Rem Center Warehouse,Yaong Corporation Rem Center Warehouse,20171015,,,,,,,,,,,,,,,,,,,,,,
6167150,I173,I173,,,,50th State Poultry,009202177,98-715 Kuahao Place ,Pearl City,HI,96782,(808) 778-0555,2023-05-03,Imported Product,,05,0540,Small,21.391938017398,-157.955903018804,Honolulu County,15003,,N,2026-08-24,N,Active,,50th State Poultry,50th State Poultry,20230503,,,,,,,,,,,,,,,,,,,,,,
123523,I18,I18,,,,Envision Cold,,12190 Rojas Drive ,El Paso,TX,79936,(915) 860-2200,2021-07-07,Imported Product,,40,4022,N / A,31.714791991615,-106.292254015008,El Paso County,48141,,N,2026-08-24,N,Active,,Envision Cold,Envision Cold,20210707,,,,,,,,,,,,,,,,,,,,,,
